record_id,trip_id,timestamp,traffic_density,road_condition,accident_rate_area,crime_index_area
c838f5f3-884d-4112-bc9b-09817a793735,TRIP-faceec-1,2025-08-31 17:20:34,Medium,Construction,0.234,68
0b243b16-295a-40a5-b657-cb9ee669f3e3,TRIP-faceec-2,2025-08-13 16:45:34,Low,Potholes,0.088,29
c7aee6a6-1d8c-40e5-a3b8-2da46bbdb6c0,TRIP-cf82dd-0,2025-08-29 18:17:34,High,Potholes,0.096,26
e8e7cc8f-8ffe-46e8-94f2-e50cbd2d27dc,TRIP-cf82dd-1,2025-08-12 17:49:34,Low,Potholes,0.24,62
1a9a2317-eb9c-4933-81bd-7a309a743dac,TRIP-cf82dd-2,2025-09-01 17:49:34,Medium,Potholes,0.079,34
86535efa-5214-42ed-b7a0-7b6153b82688,TRIP-5d8cd3-0,2025-09-09 18:02:34,High,Potholes,0.232,51
0fe16416-24bb-44d2-bb28-5301afbde066,TRIP-5d8cd3-1,2025-08-30 18:17:34,Low,Construction,0.186,54
6e586110-e732-4503-b728-5e464777bb15,TRIP-5d8cd3-2,2025-09-01 16:42:34,Low,Good,0.154,53
63ec201e-8079-477a-9317-bd0d4b2c98d1,TRIP-e372ee-0,2025-08-16 18:12:34,Low,Construction,0.217,79
87de55c7-dae7-4344-b220-ad8bdaff6935,TRIP-e372ee-1,2025-08-14 17:02:34,Low,Good,0.063,47
7ae4dacf-2e51-428f-aa86-c59b342d2e8f,TRIP-e372ee-2,2025-09-10 17:29:34,High,Potholes,0.198,46
dfd1dd3b-844c-41b2-b4fc-110e40fa6469,TRIP-7014fe-0,2025-08-12 18:33:34,High,Potholes,0.186,80
2e5502c0-4117-4d5c-b4c3-93a07cead167,TRIP-7014fe-1,2025-08-14 17:15:34,Low,Construction,0.137,79
4626e62e-0211-42a1-9dce-dc902ff2458f,TRIP-7014fe-2,2025-08-23 18:13:34,High,Good,0.07,87
6c63e965-953c-4c2c-976f-5b3af17cc2fb,TRIP-d2f91e-0,2025-09-04 18:40:34,High,Potholes,0.051,86
8771e97a-ec7e-4ae9-89d8-0e0c830a2fc2,TRIP-d2f91e-1,2025-08-19 18:36:34,Low,Construction,0.058,57
59a1343b-99c7-4917-aa5f-89bd480f76a3,TRIP-d2f91e-2,2025-09-09 18:16:34,Low,Good,0.197,83
f4aecffd-5434-40b2-8217-77ca9dd7de14,TRIP-735941-0,2025-08-12 17:23:34,Medium,Good,0.053,59
04c3e744-2a19-4c22-bf0c-8622d4d79180,TRIP-735941-1,2025-08-29 17:15:34,High,Construction,0.08,62
accca9f9-c55f-46a1-b0e9-e905d0f09878,TRIP-735941-2,2025-09-01 16:56:34,Low,Construction,0.148,70
1c1c29e9-40a1-4d03-92b1-d9d1163dbff2,TRIP-3f1853-0,2025-08-16 18:36:34,High,Construction,0.131,90
ffc0ab8c-452d-4f17-b690-e2f47f006cce,TRIP-3f1853-1,2025-08-15 18:08:34,High,Potholes,0.238,23
6c448ad2-b25d-4661-92d4-7aaeb62ece8b,TRIP-3f1853-2,2025-08-20 18:30:34,Medium,Good,0.167,72
9aa27fc2-5038-4de7-b648-6e9db38c9fbc,TRIP-305714-0,2025-09-11 17:40:34,High,Potholes,0.212,24
cd05cd58-4ff2-4675-b86d-43f6d101aa5b,TRIP-305714-1,2025-09-10 17:39:34,Low,Construction,0.142,70
a2cdad44-6c21-43f6-a6b2-cb9cf7aa9073,TRIP-305714-2,2025-08-23 17:03:34,High,Good,0.197,54
efc901f2-aa3c-4dcc-b007-49af54034bd9,TRIP-0083fb-0,2025-08-27 18:19:34,Low,Good,0.115,63
5e1fefd3-4dfc-42f8-b5c2-01b1178f18ea,TRIP-0083fb-1,2025-08-30 17:43:34,High,Potholes,0.175,55
30ee9990-c015-48e6-9270-2ed3e6b2ecc1,TRIP-0083fb-2,2025-08-22 17:05:34,High,Construction,0.242,47
4d1bfdf4-fe7d-4f13-bbe9-460699df70dd,TRIP-bdcff9-0,2025-08-19 18:19:34,Low,Construction,0.223,69
eafdbfcb-5e53-4f98-a609-2ad492705f6e,TRIP-bdcff9-1,2025-08-16 17:41:34,Medium,Construction,0.122,21
b6a8dfd7-2d95-4ff9-b5d7-e93886eb36b8,TRIP-bdcff9-2,2025-08-14 18:25:34,High,Good,0.149,45
bd6d8630-5828-4689-af7b-8f04dc2e27f4,TRIP-2ccc08-0,2025-08-20 17:44:34,Medium,Potholes,0.127,79
8162475a-ee0a-4b33-aee7-c96de0d763e3,TRIP-2ccc08-1,2025-09-10 17:34:34,Medium,Construction,0.07,45
4f3c9fe2-bd33-4cd4-8311-bc06bd3b2f25,TRIP-2ccc08-2,2025-08-18 18:03:34,Low,Potholes,0.219,30
675d4d83-0354-4c13-bbcf-1abde450e15a,TRIP-999e3e-0,2025-09-10 18:21:34,Low,Good,0.15,24
5edfa32d-a791-4f18-b805-e1e4d16be914,TRIP-999e3e-1,2025-09-02 18:23:34,Low,Good,0.216,54
a476a4d9-0b86-4a05-bcbe-3d6d0088a24f,TRIP-999e3e-2,2025-08-20 17:13:34,High,Construction,0.097,89
f642faf2-5d76-4c6f-9807-a5ca4818da76,TRIP-1d1813-0,2025-08-26 17:50:34,Low,Potholes,0.133,46
f4ca41a6-9403-4ad9-b5e8-f5f6d2b865d0,TRIP-1d1813-1,2025-08-16 17:37:34,Low,Potholes,0.138,22
a90c8bdb-f274-4c67-a2b4-82f7771ebe36,TRIP-1d1813-2,2025-08-27 18:29:34,Medium,Good,0.22,55
7a6cc5f9-1fc9-450a-ad2f-5e1b8a36eb3c,TRIP-55d6e1-0,2025-08-19 17:27:34,High,Potholes,0.216,70
ea29d326-e22c-4370-bbea-653bd0e5d865,TRIP-55d6e1-1,2025-08-27 18:35:34,Low,Good,0.211,79
65e69692-9114-4918-bce1-a2eaca195bf8,TRIP-55d6e1-2,2025-08-31 17:26:34,Low,Potholes,0.226,77
fce193e8-bf64-4b0b-b416-8255ce1e396d,TRIP-cfd123-0,2025-08-21 18:23:34,Low,Good,0.1,57
d472329e-7530-455a-a34f-acde492c886d,TRIP-cfd123-1,2025-08-17 17:12:34,High,Potholes,0.242,90
370b7d7c-bb61-4fb7-891e-3e27bed95b3e,TRIP-cfd123-2,2025-08-23 16:47:34,High,Potholes,0.085,60
c46f0bba-2020-4f0e-84ac-1dcab784aa7c,TRIP-6976de-0,2025-08-29 18:19:34,Medium,Good,0.249,63
5575289d-8797-4419-beca-a3ae0f86bede,TRIP-6976de-1,2025-08-19 17:35:34,High,Potholes,0.084,38
d444c181-4ce2-4ad9-93f8-5f4301984809,TRIP-6976de-2,2025-08-22 17:19:34,Medium,Good,0.096,45
d48b1c05-692a-4062-be56-5b66f5614421,TRIP-902bd8-0,2025-09-07 17:16:34,Low,Good,0.231,81
fa3cb131-92b0-48f1-b86b-5fbd1cfcfc3d,TRIP-902bd8-1,2025-08-19 17:44:34,Low,Potholes,0.196,72
92b7fc81-61b1-429d-91ca-4f1344614006,TRIP-902bd8-2,2025-08-30 18:33:34,Low,Potholes,0.105,57
d561a9b6-201c-4ee7-8ae8-05b3fef24d3f,TRIP-6e6b09-0,2025-09-03 17:58:34,Medium,Potholes,0.061,58
9fb3a9c6-aaee-409a-80d5-0a5b8c632d13,TRIP-6e6b09-1,2025-09-04 17:53:34,High,Potholes,0.105,60
3d2ca4c4-8e4a-4cd2-8459-15db29f31798,TRIP-6e6b09-2,2025-08-14 17:26:34,Low,Good,0.168,41
e2604c0b-d58c-4c56-8feb-7d48db20a8ab,TRIP-80c9d1-0,2025-08-16 17:54:34,High,Good,0.143,46
6cc3f701-1868-4723-aff3-e2af8b0da186,TRIP-80c9d1-1,2025-08-25 18:18:34,Low,Potholes,0.115,51
533d7c63-e859-48cb-9eba-4c40196205a0,TRIP-80c9d1-2,2025-08-31 17:45:34,High,Potholes,0.09,63
3221ef5a-acee-40e0-94c2-4eda3e1031ed,TRIP-e42b27-0,2025-09-01 18:33:34,Medium,Construction,0.239,63
ff88483b-56fd-4526-ba80-d30f8aa3fba3,TRIP-e42b27-1,2025-08-12 16:53:34,Low,Construction,0.228,65
980bf735-b1fd-4a2a-99fa-373074242d92,TRIP-e42b27-2,2025-08-19 17:29:34,High,Potholes,0.082,62
cd96c6b0-d858-43a2-8ce8-781d0b2c27f0,TRIP-bbf7a1-0,2025-08-28 18:08:34,Medium,Potholes,0.083,25
20569ef2-19a1-431e-b453-7c216d68086a,TRIP-bbf7a1-1,2025-09-11 17:07:34,Medium,Potholes,0.083,48
1f3e1616-c69d-45dc-a1dc-e68ab5616cf8,TRIP-bbf7a1-2,2025-08-18 17:40:34,High,Good,0.088,44
85a4d8c6-7a9e-4b2d-a3ab-f67583c271cb,TRIP-77f2a3-0,2025-09-08 17:59:34,Medium,Construction,0.133,90
62d3905e-2d42-4214-97a6-bc48049aa321,TRIP-77f2a3-1,2025-09-08 18:17:34,Low,Good,0.139,58
e05a9e14-8498-452d-9acc-601869cb0b1c,TRIP-77f2a3-2,2025-09-08 16:58:34,Low,Construction,0.103,37
2a634613-afaa-493f-9389-6bda32b78ec5,TRIP-0e8afc-0,2025-09-08 17:30:34,Low,Construction,0.202,42
82f056d1-7bba-43b5-97b5-4266cebea539,TRIP-0e8afc-1,2025-08-30 18:21:34,High,Construction,0.181,25
5d374d21-5d83-4470-b863-2aac2f1b16a4,TRIP-0e8afc-2,2025-08-12 17:40:34,High,Potholes,0.118,37
73fe2d3a-aca9-4ac5-babf-1e0776508121,TRIP-06558e-0,2025-08-28 17:53:34,Low,Good,0.094,31
505964b7-7827-4872-9241-25d165c0904e,TRIP-06558e-1,2025-09-11 16:42:34,Medium,Good,0.081,42
33cbacca-5f97-4605-8e49-d564ea0dc19e,TRIP-06558e-2,2025-09-03 16:52:34,Medium,Good,0.146,56
fd0889f9-a49a-44dc-9b3a-aaac3c8e1a24,TRIP-370740-0,2025-09-09 17:33:34,Medium,Potholes,0.079,57
7e34f2ad-a748-4540-894a-f0340c3e6e6e,TRIP-370740-1,2025-09-11 17:55:34,High,Potholes,0.192,47
3695dd94-5f06-40a1-95ed-20dfabb3c819,TRIP-370740-2,2025-08-31 17:01:34,High,Construction,0.147,42
a63e7f8e-239c-493e-b8bc-0896700ff252,TRIP-493cfb-0,2025-08-26 18:09:34,High,Good,0.125,56
c3aae629-b7e8-4f04-a6b9-b4a97d050c5f,TRIP-493cfb-1,2025-08-29 17:33:34,High,Construction,0.054,79
91df74aa-57ea-4ecf-9763-ab8f8ba4b8d0,TRIP-493cfb-2,2025-08-31 18:19:34,High,Good,0.15,53
74a3538f-00ff-4d1f-ab67-feb141a479d7,TRIP-ebfa02-0,2025-08-16 17:26:34,Medium,Potholes,0.142,76
3b7f2e93-3e20-460a-a035-eea2f5ca2c1e,TRIP-ebfa02-1,2025-09-11 17:18:34,Low,Potholes,0.193,52
2b1f4a2f-0f4b-4c2c-af11-71a51d703f24,TRIP-ebfa02-2,2025-08-25 18:34:34,Medium,Good,0.074,54
ff3ee820-cdb7-4da0-b997-2ca3f579e380,TRIP-a14762-0,2025-08-17 17:05:34,Low,Potholes,0.157,62
360e799f-5aa9-47ab-8dc2-f567d0d353d0,TRIP-a14762-1,2025-08-26 18:09:34,High,Construction,0.076,82
3ad604b4-edf5-4c4b-94e5-151e1ef15549,TRIP-a14762-2,2025-08-20 17:46:34,Medium,Construction,0.164,38
5dbefa8b-f4e8-4eae-bcc3-372a9aacc13c,TRIP-8be14f-0,2025-09-05 16:57:34,Low,Good,0.113,39
bff47b4e-c148-45bf-a319-3ab0ac8e1885,TRIP-8be14f-1,2025-09-10 17:19:34,Medium,Good,0.15,20
0cd629fd-c382-452f-b44b-99c9f70662e2,TRIP-8be14f-2,2025-09-05 17:16:34,Low,Construction,0.114,57
982152d4-646d-4b57-9fae-1314efad7ba9,TRIP-4ec25d-0,2025-08-12 16:42:34,Medium,Good,0.064,60
0f797b11-aca1-4984-9a54-5890b5e8bfef,TRIP-4ec25d-1,2025-08-13 18:08:34,Low,Potholes,0.055,38
d9787cac-4be2-4fd6-b1b3-e6c3a7d1a458,TRIP-4ec25d-2,2025-08-26 17:53:34,Low,Potholes,0.224,54
2d841e59-a75f-4fd0-9f46-21de36a69ca9,TRIP-f26725-0,2025-08-25 18:10:34,High,Good,0.087,37
2c00d947-7e27-4a56-b230-c163171c5e95,TRIP-f26725-1,2025-09-03 18:34:34,High,Good,0.082,62
0a1c31a6-e595-4c51-b5d7-092b9a7cc880,TRIP-f26725-2,2025-09-01 18:23:34,High,Good,0.105,20
87e168f2-262e-4361-815d-844880b7f572,TRIP-fabbb5-0,2025-08-13 18:39:34,Low,Construction,0.196,20
95989de2-ab27-49e4-8541-e8fbeca8beb0,TRIP-fabbb5-1,2025-09-04 17:20:34,Medium,Good,0.074,31
85ad11ed-d0ea-465d-a7d5-0efb3bad9fcb,TRIP-fabbb5-2,2025-09-04 16:59:34,High,Potholes,0.171,36
305f4cc0-af21-4b6e-99f4-b644552a55fd,TRIP-fca4a0-0,2025-09-10 18:28:34,High,Construction,0.184,78
7d135c78-ac8e-43fe-bba0-7210309ff22a,TRIP-fca4a0-1,2025-08-21 17:00:34,Medium,Construction,0.112,65
7609d460-c729-44d7-9164-16c87ff90a35,TRIP-fca4a0-2,2025-09-04 16:48:34,High,Potholes,0.153,83
1c6f2f31-659a-4e50-9634-f9e00b5c72a3,TRIP-09c0d3-0,2025-08-18 18:36:34,Medium,Potholes,0.056,60
5f9a582a-0fe1-4f9b-a55b-9248e18b7e2a,TRIP-09c0d3-1,2025-08-15 17:55:34,High,Potholes,0.062,38
053bcf04-6f1d-4747-bb77-00fa1ab98791,TRIP-09c0d3-2,2025-08-17 18:08:34,High,Construction,0.163,86
7ebf56f9-32a4-49ed-9b52-2e23c7db0812,TRIP-0e795d-0,2025-09-03 18:01:34,Medium,Potholes,0.189,51
1d723c75-88e7-43dd-b205-6d92d4ee6fc6,TRIP-0e795d-1,2025-09-06 17:48:34,High,Potholes,0.062,27
aa03a8fe-4d6d-47d5-a195-7715d0225e41,TRIP-0e795d-2,2025-09-08 17:18:34,Medium,Good,0.104,41
da453b1a-8350-4ad0-aefc-2ea380cb58fb,TRIP-210ef1-0,2025-09-02 17:03:34,Medium,Construction,0.21,46
ff9de483-bade-4da5-a1b9-ef86b393f078,TRIP-210ef1-1,2025-08-27 17:35:34,Medium,Good,0.096,26
b0340ec7-f536-42cd-b9d6-ebca631bc941,TRIP-210ef1-2,2025-08-28 17:26:34,Medium,Construction,0.076,30
a638fa55-b178-4092-a22a-12ea92a16bed,TRIP-951b6d-0,2025-08-21 17:21:34,Low,Potholes,0.111,58
ce6214da-fe7f-47b0-a8d7-e0cae96ee24c,TRIP-951b6d-1,2025-09-05 17:13:34,Medium,Construction,0.066,85
70a09e23-16c1-44da-add2-022472fcc37c,TRIP-951b6d-2,2025-08-21 16:55:34,High,Potholes,0.077,29
2b63fd87-5583-4e22-bcbf-4f9d85a8ebcf,TRIP-327600-0,2025-09-01 17:21:34,Medium,Construction,0.115,46
9bf17f34-cf64-452d-b847-02a4392e8eb2,TRIP-327600-1,2025-09-03 18:02:34,Medium,Potholes,0.071,43
8347b789-56a8-4635-8801-99e641dc18c3,TRIP-327600-2,2025-09-01 16:48:34,High,Construction,0.141,30
980d8de7-6535-45a7-9163-8c6414d01a8d,TRIP-c21d52-0,2025-09-05 17:17:34,Low,Potholes,0.089,37
c36256e8-5548-459e-be35-5962a0115a54,TRIP-c21d52-1,2025-09-10 16:53:34,Low,Potholes,0.242,24
b7ce67e2-d35b-41bf-b5f9-df7849dab76b,TRIP-c21d52-2,2025-08-29 17:23:34,High,Potholes,0.151,35
d9e01ec3-d39c-4026-8869-2de10b765f8e,TRIP-49284e-0,2025-08-28 16:50:34,Low,Good,0.074,67
5019a198-1321-492a-bf62-7a71ae05f32e,TRIP-49284e-1,2025-08-31 17:54:34,High,Good,0.165,38
175575c5-07c8-46c5-9422-2e9998382e3c,TRIP-49284e-2,2025-08-12 17:30:34,Low,Potholes,0.239,37
5a859115-722e-497e-8ce1-3b7a10280b04,TRIP-38fb6f-0,2025-08-26 17:20:34,Low,Construction,0.058,44
b70a80db-481a-40ca-9b70-e7d45c302337,TRIP-38fb6f-1,2025-08-30 17:32:34,Medium,Construction,0.173,66
537ec9af-4aa1-40ce-80a2-6fc080f75250,TRIP-38fb6f-2,2025-08-31 17:36:34,High,Potholes,0.169,33
1377ff48-4df0-4fbe-99b2-f335dd7be7ac,TRIP-c99bef-0,2025-08-14 16:53:34,High,Good,0.187,74
3290ce9c-d2a9-4dce-8786-6a6afe9eada7,TRIP-c99bef-1,2025-08-26 18:26:34,Medium,Good,0.131,26
