avg_speed,max_speed,braking_events,cornering_events,trip_duration,trip_risk_label
33.35951868783126,75.2224368124801,5,0,25.917980069494792,0
69.18472693117945,125.1263088107031,4,2,15.911718422317682,1
64.54547202672319,109.55969757598572,2,5,26.017990521840314,1
33.6991761741371,63.83638591960523,1,2,31.628536789065997,0
37.78477989435759,65.20507032600757,7,1,39.04653174866555,0
40.533935967370866,68.65231420884881,1,2,30.006027376811122,0
45.83151373618395,75.68441006256154,1,1,32.99797056640747,0
63.422515161223224,94.47146654972497,6,8,21.070634024904557,1
67.82036161483452,118.52495486711251,5,5,16.249821270511656,1
48.84931210338483,59.656271720764025,1,2,26.770179104377323,0
58.68680469822581,138.02897504309314,4,3,25.0615190984245,1
45.79055436750034,77.91662693962935,2,1,19.549911256848603,0
32.997460198625284,77.1983729087139,1,2,37.23251967973289,0
39.79159598805053,90.17907963833238,3,1,31.081584407842502,0
41.38910752208642,114.62316739744784,4,5,30.48902491447449,1
49.36002840236152,69.80557859100452,1,1,25.337041717194595,0
64.04648212514928,116.9206110892291,5,1,26.736284500270635,1
63.21171313493596,98.21252404368454,8,3,29.772203861705993,1
42.82350531268078,63.65394964706643,1,0,34.97876118340678,0
46.64105866661016,131.1585251532044,11,9,19.171063469761833,1
66.3049744375477,122.39760865748094,5,7,16.464995299217563,1
53.72403142088372,146.98876568529295,4,5,31.012263576619112,1
66.22901891713727,103.16617531810647,7,6,24.470302491400556,1
67.96465211201624,145.54758914877056,8,7,15.13625150570816,1
73.84137443988497,141.3384049326377,8,4,32.6962835672384,1
38.949165461040494,64.82816916193931,1,1,27.259168220153768,0
67.54230811312061,127.30957855567492,6,4,32.50350905648258,1
47.689620982728,129.70929846069046,6,2,25.638374585599994,1
59.49380832082467,110.10377038119051,6,4,33.395097010451096,1
40.75196893238104,73.4175597577716,3,4,39.38085419607943,0
40.16287788704281,72.13903868201481,3,1,29.05293164509225,0
44.75980181754901,81.01155762247286,0,0,35.72694594273676,0
48.553350387002624,112.85169297849713,2,1,14.67212019234184,1
62.97375390952035,100.71743215458147,3,1,15.88195764732524,1
39.15845883018965,82.26405143870385,2,2,35.78548192731979,0
50.98003120837569,136.91863489880353,2,5,21.740133319168145,1
54.72768580089084,111.38848987074603,2,6,28.754897299239403,1
51.75179779882154,132.3352570634363,5,5,19.14113751892289,1
58.784260941471686,135.90215728006905,6,5,32.62030290923546,1
56.240139413359934,122.92394360716467,12,3,18.317673286349578,1
75.30150507485436,100.1273132860089,6,2,18.08733926301104,1
41.48092402365507,73.75216957157163,2,1,29.84470533564549,0
63.206585309882286,126.11995690874645,5,1,19.251882042632644,1
69.2287227465354,140.79524095894266,3,2,25.77272747375388,1
56.730912699706636,127.18228122319613,2,4,29.75702979612449,1
68.43113241836707,102.08215590350947,6,5,27.00062300756313,1
65.33652378182683,96.82415388890347,7,6,30.154896211752096,1
59.089499692689934,136.27833395492448,6,3,25.269886181490225,1
66.52977498045753,104.12147582615216,3,6,41.02153462616202,1
52.16128981966806,129.81192003256638,5,8,35.325786550168985,1
43.83040139192345,82.26933223884308,1,0,25.118123643583143,0
50.04186500664654,119.60274557566757,5,3,31.765809753644284,1
52.156243720624815,124.26084855794805,4,4,26.803024796224364,1
44.473617573235686,79.01623376059364,3,0,38.442210778730654,0
68.93345020054018,123.48141956892806,5,2,21.642052823095238,1
38.19118465581593,72.8012138896945,4,2,31.276366937067813,0
53.18238694942733,98.05850539333319,5,5,23.455500749189596,1
48.72627361580389,97.01102648103357,8,3,26.885143326936365,1
65.92100531284196,117.39683373657918,6,8,27.910619080043116,1
43.57000247046046,74.73237624573545,3,1,29.635855436715637,0
58.944178863745684,128.62661731484656,5,2,30.40993486980606,1
61.68242432177596,122.9759027576623,6,1,24.935723526304027,1
36.110916562045624,58.894241545341714,0,0,38.761352217118116,0
57.62099136605515,116.30424896228178,5,6,18.194933212581372,1
59.10773107045194,122.58139314197744,9,5,25.32005956979812,1
37.96269931182368,63.980313211036155,4,0,33.8012554731768,0
37.946456704487915,63.3728622813707,3,3,19.85163066130209,0
40.33457862118684,57.64656182853995,7,1,35.82332604250786,0
66.55791773806476,117.0679103462104,9,5,30.768720277989942,1
37.56437308117652,64.07606075761132,2,1,25.68004615160092,0
43.026118505091276,81.15433297381135,3,1,20.819640062487302,0
60.15679693262103,107.96354940202744,7,3,18.343326318338697,1
39.32751607799133,73.33859966568535,2,0,37.15683390915592,0
34.26667642739548,70.05492550243393,2,0,27.621473681344014,0
46.122922188130715,86.23396562299045,1,1,31.571917470274236,0
37.70225529419122,52.618883604546134,2,0,42.77343162951058,0
33.839288350925834,74.47861747751794,2,5,31.85547025656961,0
47.65758787832283,110.50867455172441,9,2,22.95594018140882,1
61.20728770900055,120.66911586651435,5,3,33.7995583793675,1
57.83702880691367,99.15329785210997,6,5,22.186094562047053,1
66.26527910221608,125.02581527868257,3,0,28.953523741353536,1
63.68217299985843,122.92263510405208,9,5,29.00404394810331,1
67.94667601286214,162.91704851450527,5,4,27.087897732206915,1
43.67438893024909,76.62881268667412,1,2,35.86736928742663,0
40.56635205268882,55.61722021682633,2,2,30.339277552637018,0
38.15207235541431,57.0187311494537,2,1,37.89053403955757,0
57.7651737966934,119.94741409861989,3,9,28.064766363705008,1
44.235395049925174,82.2250091488688,5,0,29.641993702929682,0
51.082213952359936,117.19197946337286,8,5,30.599491096709418,1
71.93339087041446,130.87244060228747,7,5,34.62917875012946,1
68.1582122175063,84.46963189721762,1,3,37.36917146077103,1
48.79310242097567,73.72105472606863,3,1,31.945795978339643,0
65.32759070267252,118.01994220718592,9,6,19.48246626698578,1
40.05116530509793,60.18491348952049,0,1,32.31051737131635,0
68.86176876785959,128.4990322258909,7,3,24.031653025885355,1
61.19484961172628,116.92157426166284,4,5,16.787904086770588,1
43.27757680917475,117.44612629806142,4,2,28.40329354093357,1
62.42749748999859,139.9811428907516,10,6,11.972720494675198,1
49.347055070308514,104.71594994411028,6,3,13.763939988740054,1
63.48531653165602,129.30119997669505,5,4,25.750189406817174,1
42.86195155587838,74.50603412862539,1,0,20.65091830233918,0
40.27862456144347,80.94191518470949,2,0,24.93947812369916,0
40.03982141323665,80.03709523810677,3,1,34.21686311078529,0
57.040716244342825,128.51233081694969,0,2,17.76385593304352,1
58.37981602024734,122.61797112516727,10,5,13.679796769681188,1
55.297149560735996,123.45916273149322,6,4,23.55110787631142,1
68.18010234956813,101.04346384169186,2,7,15.406086705530933,1
34.52706730223535,67.34230413506017,5,1,37.167112099125845,0
67.95557900407125,129.69009280671827,3,3,26.099895432936584,1
31.725716640671152,78.23170583961914,1,1,30.36658983594202,0
56.79774983037652,92.4669478346114,4,7,23.344238316420252,1
31.843620922695273,57.62573361777427,3,0,30.547042359164852,0
40.256804297398176,78.72447157660453,2,4,35.330992720488695,0
36.60279538534144,74.23341948608575,0,0,40.40382952019595,0
64.21518338932636,117.13691670670231,5,9,23.61263026534196,1
31.773006265215542,80.2257043200964,5,0,42.19876203169636,0
46.35569112990457,77.70863101464039,3,1,30.348263322594395,0
38.5225984098542,76.96954404510736,5,1,28.33090255121995,0
59.37993591082971,88.54800778758042,5,7,23.70604747544629,1
43.05108084794611,71.56972960968434,1,0,19.07351576332547,0
67.67053045174139,136.91529441774642,6,2,16.3228839123248,1
67.85855586204354,118.53253781850084,4,8,17.24440830359503,1
55.227173160733166,117.98902125545436,5,2,17.485774787081134,1
35.87294735010522,99.49094425308725,1,2,36.22339790368393,0
52.820067494662325,100.31726283708326,9,8,19.43110052441382,1
38.93278564534896,84.90726136849952,0,1,27.181754862868285,0
62.36409353272271,111.61806271672565,6,2,22.81549647563087,1
38.49251318239563,72.49178671713898,1,1,25.53253383056196,0
44.703480719113415,74.96164905597936,0,1,30.22133986674557,0
38.641724448369736,86.73452090298537,2,1,36.70230525895174,0
64.65499165458564,115.20764894140997,10,4,28.800113436725695,1
41.27086946123101,67.40749557419774,2,0,36.16843460688018,0
35.92250463355756,64.40974506766143,0,0,22.82955565383738,0
57.94676370638162,112.41145589411454,10,3,25.42549760750912,1
38.36052641743541,71.55190683858979,1,0,25.70775029812657,0
41.54910355113514,76.33776880932099,1,0,32.06899548725749,0
43.71047686004653,72.99292580406492,2,1,30.443233486990064,0
59.8531502064501,110.28274048157866,5,1,26.199868571324537,1
59.47671813123685,119.79745133110535,6,4,17.252869085893842,1
55.36700712291403,112.78749315732031,5,2,29.873175980115022,1
49.864826296587246,126.5800194383739,9,3,18.847370977265026,1
37.945344218504076,66.32775784045008,0,1,26.466216213909114,0
64.0809948900006,110.25952770579178,10,5,18.378956844725728,1
35.15827772568183,71.0537550614596,1,1,23.329872525408977,0
35.36323432904713,72.38368982734785,0,4,16.483838535003812,0
30.149480911440822,78.92597338299309,2,1,22.36864501638894,0
43.05185132716733,69.79098406035853,2,2,30.58663691654391,0
70.20298725810567,107.87717012627793,5,5,23.258065967062794,1
44.46930529542516,97.39187151215647,4,4,12.125807275798751,1
41.46536236649341,62.85648581973632,0,0,39.328872555723784,0
69.80376436251575,117.24885019061936,5,6,17.62315153244958,1
36.14631470149569,65.59703212892441,1,1,36.01238873826504,0
47.21816001734407,57.434931057207436,1,0,34.06602593373989,0
65.5674568075268,112.25078701859839,4,7,17.83722743637091,1
72.30041055227474,110.12425923089332,8,0,20.83847412835695,1
50.79018673994285,136.5749580270662,6,3,22.357281960081224,1
45.62793885520172,67.27024600080165,2,2,26.112304800775114,0
65.1355770355496,115.94598593454167,5,1,29.607001252017945,1
43.16680657421826,54.59206957569133,4,0,29.337416602290517,0
32.1925338877907,85.03419828428999,1,0,29.842438377884886,0
43.383041169809005,116.47089135041341,9,3,23.187428423951268,1
50.610780985063165,80.32465260551147,1,0,28.813040193966653,0
25.839222009447155,65.48841141591001,3,1,32.758703999554605,0
36.22862074990321,69.35861653407008,5,0,31.6438120515174,0
56.992131365185074,111.58366303528504,6,2,35.26509673832006,1
66.08257500279886,117.3027505292994,11,3,26.13247338820881,1
36.36600847006375,110.37409284521806,3,4,28.468490683981265,1
44.12708174494015,78.13509636000639,0,3,28.803876010651223,0
39.71527188139466,73.0780176889206,2,3,21.449158036716874,0
71.296215028346,110.57784391246233,5,4,25.692536509202185,1
33.11149613441574,51.42007958375596,4,3,27.5846947415828,0
42.71352198988362,59.611402102131194,3,0,24.574247367211008,0
44.917521531792325,74.73627387727565,3,1,30.271752889692856,0
32.64545621406201,68.13228085804708,4,0,26.911954090996066,0
48.82343467131359,57.584987690508775,2,1,25.91847295472577,0
30.178537388821937,65.08438841401916,2,1,31.724725007731426,0
52.48025736679947,127.14976561200837,7,6,34.333711101542974,1
43.51440899297561,80.35724642583033,4,0,34.09864165845506,0
35.55126949106716,62.95712291808811,3,1,28.805596260667013,0
43.554799841017456,74.4426331148604,3,0,21.651104139658,0
42.7811500470033,74.55887772081607,0,2,40.825011724505416,0
39.901811005366596,75.52489954417148,2,2,30.24430035162852,0
52.13358243172761,74.32959825360696,1,1,35.106916477146996,0
34.98906272109264,77.40824345420125,0,1,27.433932167642073,0
41.261201982133386,68.83770956878041,2,4,31.073565915852633,0
63.3951515028881,139.1927800464024,6,6,9.48226812452155,1
49.997491336325496,123.16222616938786,5,1,30.42206348412219,1
40.98277388255787,80.31844539468635,2,0,22.57219813481514,0
45.84108860908432,61.37094661249502,2,1,26.654636306700418,0
40.727605988841205,63.858774349916835,2,1,23.918370836024504,0
52.197071781774,139.5526189790214,2,3,17.553472687285776,1
37.73846840375462,45.76120673371044,2,2,25.165119284353935,0
56.469129667881184,124.67232565585596,8,3,23.543075327410214,1
64.70908367837018,130.92517819604313,7,6,27.388510897444235,1
44.38023396264897,84.72670675750982,2,0,21.802579187372828,0
43.03565550391809,83.11158886318105,1,0,36.64097070924529,0
60.956802101336834,124.78740435137986,3,0,25.917145334550888,1
39.4217585880588,66.98896304410711,1,1,31.71809144784231,0
38.909820609008904,43.611914997401,2,0,32.69030860090905,0
47.2669223855885,85.79572145730712,1,0,27.385699864233658,0
40.09573888707876,63.5851309095569,2,2,32.43936142435537,0
47.26013622177436,139.79132681722308,7,5,24.500095151391427,1
72.0021968720079,121.11764390740159,5,4,32.17942479710808,1
75.93096334733524,125.89370265822325,4,5,31.571065313667113,1
71.12266546825737,139.73830900569175,6,6,22.483508563482076,1
41.72177884643978,66.26337921735829,3,0,27.463642947030937,0
56.51889001630372,100.27682003393382,4,5,21.05629484683388,1
36.933195937408584,63.57242697051442,2,0,38.507605352103674,0
68.56292128183944,139.07838632907985,6,8,24.57717389562164,1
54.58247809877364,126.23326112211346,5,3,21.260318096259518,1
45.71918363210195,74.03300390245282,2,0,32.138086407923915,0
40.283249624485535,75.2969275435673,2,1,31.416497092200785,0
40.055707815243785,77.09641290505807,3,2,21.107062079967417,0
40.30115104970513,94.63242112485287,0,0,29.038195176094387,0
54.419068395127546,105.68918318843119,6,3,36.932144653081636,1
35.59465831669354,62.87779236350949,3,1,33.32708411845889,0
41.090125460662826,60.21185753918861,2,0,23.74651968505887,0
48.637715850503554,74.36323669674032,4,1,35.455230510823334,0
48.15928449544555,62.66967004476011,2,3,39.09030961278913,0
68.38563174140221,107.42735276502702,8,0,18.508388960128464,1
36.78902673732865,61.466966931736664,0,0,30.42642116746676,0
57.51023281993157,122.26736617880412,9,4,11.199630900070591,1
44.142272578475534,60.73286897507818,1,1,31.303314165752038,0
41.12225909279986,80.47098302612154,3,2,34.002491208829866,0
70.30746898002711,110.4858792477403,5,4,32.901932412845724,1
36.004039966748735,65.17256477817968,2,3,25.233356958706437,0
60.672851903107926,114.97189120110872,4,3,29.979874056258467,1
32.799745587028525,85.94505063224972,2,1,25.76519325840836,0
46.00039478213431,65.08097552493795,3,0,23.72850568532124,0
63.17093565173881,122.54621651955992,4,5,17.40584856606562,1
44.18161861497776,70.31266877248675,3,1,27.80706396871352,0
47.59641961820884,75.10792088527595,3,2,35.152902928120284,0
53.815762323178376,106.93908342534388,3,1,30.072142451061858,1
54.262544794220226,89.51469353552423,5,6,15.749109494422644,1
57.437617563706866,144.65067233706802,6,2,27.524535240050565,1
43.251005889793305,69.00824136220618,2,0,29.77206991822251,0
47.65239245451402,143.91266934306017,5,4,25.724767077644227,1
43.48107777853087,138.3270702746505,3,2,27.18803602734895,1
35.45158291509083,60.63493625210404,2,1,26.661102217655568,0
37.146268531252616,61.67644426895771,2,1,32.35707778193202,0
56.874907753989184,122.75169864327202,5,5,30.94399824152534,1
56.7672375053408,150.53297185079393,4,6,38.94466085248217,1
55.35481357956839,110.82922128917058,5,5,20.742414447886684,1
45.23460063825006,75.69950305341382,4,1,24.518624565523993,0
37.80205644484113,47.92249083617431,0,0,28.899026864960213,0
67.92766549628529,115.46953465825855,5,5,36.84284386267208,1
33.372450441587965,64.49278804304488,2,0,24.868901806274863,0
42.462256320040744,72.89168643907819,1,0,42.276500699554475,0
63.759788322655076,140.19179627847444,6,1,19.4530921171692,1
31.65700370560902,80.5872852988388,2,1,39.50779627556835,0
58.8412729861136,136.84579796289694,2,5,27.71087110304171,1
58.72201201606731,104.78753672809547,2,5,27.37283125567783,1
62.34830023974912,123.74126531527563,4,2,23.811033496255885,1
45.93725240480552,128.84254574815873,6,5,5.128117684517644,1
58.15144418033856,140.89771886902358,3,3,30.875443799621216,1
32.371718427149524,82.62584103427182,1,1,27.178762006713058,0
57.52831988321674,88.43125801852001,6,5,24.54429622871287,1
40.20295845601941,62.980083121932445,4,0,26.68549541224526,0
45.199523436980385,63.94384460263136,2,2,39.13004856773468,0
39.90265650461451,61.622905681050305,5,1,24.60303771450323,0
39.220892628354484,70.3786191500895,1,1,32.92286313974784,0
39.91331998878839,119.42789871837526,6,5,25.348619536319827,1
31.962200678155128,62.37275221433786,1,2,28.608044145945108,0
41.946744566280614,57.34880886077358,2,5,35.459961321788356,0
35.559260521363115,66.93118851312627,2,0,32.55962045514637,0
41.58735967365545,69.68081505356638,1,0,34.415548885735795,0
54.06201589147038,112.44743757169051,5,4,24.337633451454977,1
61.16669176172307,128.77949154774507,8,2,32.56039241397517,1
72.36190170210949,95.98894266083187,3,1,11.643664416012943,1
42.57219417029374,77.11614878088889,2,1,24.376789540810655,0
33.81168788836351,78.69156064389273,1,1,34.43645418633371,0
68.58416795842898,123.27917229802058,4,5,15.616579510434942,1
44.739105544345605,111.77401291337506,10,7,32.50061154906727,1
33.26436855235152,60.28385961489349,3,0,31.412717630533965,0
43.25225046268069,54.96919698240182,3,1,33.03361529568092,0
71.74280355997848,119.54605413604521,8,0,22.966909625921954,1
54.03246298819519,110.07687836227062,6,3,28.229973830709632,1
42.21058332656737,72.50243932573649,5,0,24.301227859216468,0
55.73605024459237,129.59854435728127,4,1,30.44027590473376,1
40.41141994637712,80.65480375065351,5,1,27.77248739299614,0
57.91859720163525,110.15355054578812,6,3,32.5893877083048,1
47.061102777077146,69.20358608754285,3,2,32.26185898124867,0
69.21417175509498,127.83245805582627,8,5,16.32411847061436,1
41.224096869472696,71.11276768053276,3,0,30.76217383437093,0
63.77489870424806,106.75551902329836,7,4,29.833308802850592,1
35.661794550103124,71.4586185242831,1,0,29.614491452929478,0
65.00776379990974,118.36507258932927,6,5,14.177353757874293,1
42.575213366380936,77.15658244757891,1,3,26.16472746714662,0
61.743768960309275,106.83824128245779,4,1,34.91112604485227,1
30.573999739894415,67.03732556491119,2,1,34.751537959867875,0
40.84864642195187,70.8939391914565,1,2,31.68801331037601,0
46.777214005527476,81.70198709196603,3,1,30.671482486238965,0
38.79125180553277,77.80070297391063,1,1,27.045914506320976,0
40.28506562448542,72.68592278863257,4,0,24.775954029894834,0
49.50760689681054,122.82110035487659,9,2,19.041736622867603,1
56.79793487242262,122.44791036982751,6,7,9.57960652755997,1
58.96182220481233,119.62933702396614,7,4,27.13605585112481,1
28.490394176322077,54.84808937801448,2,0,36.83437133722262,0
41.65350278531966,69.85281741365063,1,2,33.982027148481635,0
48.01126612803455,62.5799386434236,3,1,27.910182480806775,0
37.34221531378471,61.05650087324597,1,3,26.580202491004513,0
40.026218498590914,70.46980593764742,4,0,30.601478158559495,0
58.151178794646775,119.3042927114689,4,11,33.44575006418012,1
76.21453692833914,132.9413188792903,4,5,19.189506534095344,1
62.68915970420983,116.58785610069889,5,4,28.917903306879957,1
58.82815463417471,135.0961656003983,2,2,24.546594181414864,1
51.09390116724067,68.40954789599948,1,1,31.083877818813146,0
41.50773671166806,69.65288230294756,3,0,24.15660981190234,0
42.69399079384631,71.51110437284808,2,0,33.8263821918238,0
55.37509233027485,116.12987195703586,5,8,19.48702491191733,1
61.77254022086591,126.88770251002295,8,2,22.93795651650003,1
51.49373592183605,124.4278959256263,8,4,27.186710703881513,1
40.138454658081066,71.27365478537156,1,0,26.746787154390866,0
57.48099734349537,117.56576329248878,4,6,24.82256907674703,1
48.72319586629341,67.18980352728414,1,0,32.124830581237724,0
49.189676778412526,115.498068197577,2,2,22.435608260035696,1
58.170119789929984,99.14107708601914,6,5,14.869784843812527,1
37.65412173947647,52.868654709091224,4,0,36.76936187082706,0
51.48604230453421,107.20856752149533,6,5,28.93696611091825,1
63.56451665021992,147.8846654166513,4,3,31.875252907366814,1
37.733757954884936,84.52467534470745,3,2,34.854706656884304,0
47.67574360003774,63.4304482360159,1,0,25.418629497181374,0
46.6528745201952,58.03211353573688,0,1,34.46848844694556,0
45.57346197049024,124.00847926273144,7,3,13.633829925179393,1
58.416498168122544,151.01859507245328,6,3,33.43272107995593,1
72.93040034177534,99.10896791749505,8,3,24.758145632322254,1
48.553066862909624,68.95550781462528,1,3,29.155891384049948,0
34.64573790657781,89.11419087139723,1,0,31.09555300017205,0
60.36805109389073,110.38328609663033,8,2,44.77031413702132,1
70.17519636339155,124.16973660328384,6,3,19.06768276604455,1
43.00603374464558,55.56145183866458,1,1,18.51909523431381,0
44.82425816548729,86.15582823548232,1,2,29.770149960414273,0
65.41745349380038,122.73793920596158,7,3,19.443494331867214,1
61.27004840750034,137.3401000417669,4,2,23.110336722223852,1
38.970666414522476,55.59958552316202,5,0,35.953636280568205,0
57.810165982665914,119.78594470575918,6,8,20.15354458036344,1
40.40937069693161,93.14658566673509,2,0,20.66367403704126,0
28.11783571831068,66.61308660078124,1,1,30.632616025090275,0
67.09905891312907,135.21382285672885,4,4,29.56305396885167,1
47.145585092755155,63.850495618516646,0,1,33.42753869395102,0
37.489728878236946,59.787671828692865,0,2,33.541782236496765,0
74.85114958659909,112.57514701637902,7,5,18.842527470939448,1
60.006044059636764,130.2878672791263,2,6,9.92388598345977,1
45.89410640877212,131.7304108136119,2,2,18.61867888492268,1
60.12317229502316,95.9703748144548,5,6,30.473597748163428,1
62.96247302180487,124.63923904820389,8,5,20.918987061438028,1
37.36622283672505,76.59380586186951,0,2,28.06761641374013,0
61.40951858002154,109.99726924572654,2,2,26.385416671394527,1
41.59825912959489,64.95820168992329,0,1,29.59238663449177,0
36.48411787437056,69.65011509503039,2,3,38.85400317817755,0
35.12735347664679,81.07080669286972,3,1,29.398094180232007,0
54.871349867693155,129.8858151587013,10,7,30.351347542140534,1
36.69106767615806,78.52433334796224,1,0,26.140904611216225,0
63.58788363357152,117.62193461375315,7,7,18.573866568527244,1
58.50656830149244,130.93595467503548,5,3,27.45815827338959,1
43.38937659765454,63.45924316872576,4,2,20.846835515717714,0
57.43919618919933,83.92395675134685,4,3,29.05542731829743,1
62.33504020893053,140.66411170761458,1,4,30.034180664488062,1
61.675695757841574,114.0223962317623,7,5,28.403198690261117,1
61.79141499157285,90.80212070461704,6,4,28.322434398967545,1
49.23353662868017,75.83928185325964,7,2,28.203539546064704,0
54.240083734224484,106.13905788988401,6,1,26.006352501760094,1
65.11922720786826,100.26171386510642,7,8,29.461272781161508,1
62.513035971605326,115.2587555831554,8,5,27.200370781920014,1
32.410631266595956,66.42970799193391,4,1,28.810282263264625,0
41.1710736626826,85.50500492814076,3,1,25.008229796306047,0
40.07166029922078,74.17673698483786,5,1,34.234985438447296,0
41.07046872065102,57.542612212880115,3,2,35.28711754431188,0
39.51042376778548,92.72434720446881,2,0,34.44518561139946,0
70.40753210425359,111.33578673202645,7,6,24.941465222131576,1
49.70608718231875,61.21676922820261,0,3,28.109960504908916,0
43.50257516201482,96.80583121527881,6,1,34.2692966600189,1
35.79944960708331,71.6469782743714,2,5,29.11526386252975,0
62.6148432048835,99.16051904683515,8,4,22.938809696883762,1
59.90402124297821,105.32965464716148,5,7,29.52833166279596,1
54.46892307857423,130.31346527991207,6,4,16.1938271333985,1
61.845578546675476,107.41547340533734,5,3,26.931891450387305,1
82.59376341116163,114.68690417236817,4,4,33.99907564053176,1
62.372410571450445,100.63585124512176,0,5,31.461092658261496,1
40.542798528882614,69.6677000935554,2,0,28.959415713637302,0
62.37261550824244,139.0147726678196,4,6,27.021096021068853,1
40.902654209027155,96.43571583398551,1,3,31.08430518491469,0
61.59035670671083,144.47357606482134,5,7,29.35362067666547,1
72.88234384386297,105.90652249119063,12,3,12.3419327005034,1
40.98782995086191,74.49228434919745,2,1,31.513177326195166,0
41.78962864345884,73.93263151383678,3,3,33.40722540178643,0
40.0790377205592,69.13244249451056,2,1,31.47112064506747,0
47.74510075747594,57.60892924346099,0,0,22.662373671237802,0
62.85576077916214,119.24400074101467,7,4,18.777982113750276,1
70.86866295694263,114.68731866696449,3,1,34.42650402004137,1
44.93667258294551,69.24048976357477,1,0,24.554599419260978,0
41.73244237948996,79.98010109859652,2,0,15.518723109031553,0
45.90245438986481,92.78401986529228,2,0,39.85432135358899,0
58.12881759637125,117.05860183984593,7,2,17.08016072905474,1
39.38645533202138,70.93372374276652,2,1,30.74455037923186,0
46.15000286359575,60.35294574249285,3,0,38.14234277386161,0
47.03193372338929,109.53256067619154,9,2,18.62772960650201,1
41.95126634491571,69.15091167504168,3,2,21.652973594393142,0
44.0924236731927,71.33847654246,0,1,29.802224230716725,0
44.84322495266444,62.979469061226474,1,2,28.361689267011158,0
51.43846749684535,145.7856091926273,2,5,26.55564945641367,1
43.317238645757556,62.757534679416594,2,0,27.734470660096438,0
49.09974425274835,79.52598394648906,1,2,32.368465683661135,0
38.87617299053658,58.298869739406406,3,1,20.9900978120999,0
59.1080737029991,141.6270799352386,9,4,30.896081289097317,1
57.9981106747434,115.23314679131533,8,2,32.069688476949565,1
54.782292080555955,95.92357553934082,4,1,31.659143710096384,1
43.45118400190136,44.416316167428974,0,1,24.563770305685985,0
53.80066773018187,105.04639559504415,2,2,18.469958217444848,1
69.42810151838738,99.39895666545377,8,6,28.639314976701268,1
53.358266248861824,124.69667652860838,4,9,25.908823414016226,1
39.26487288284575,78.4073448212955,1,1,31.039012536766567,0
66.17121435923013,120.01664917030939,7,3,14.18896306226229,1
45.28028404533026,72.23238914129159,6,0,29.025458598236597,0
42.568000532848586,64.6729916033809,2,0,29.862425474746818,0
54.2567608567263,145.63810731529446,6,2,17.11720216954882,1
40.38572392941563,86.22193101549429,1,0,39.75571024148897,0
39.61081401493599,68.19520086409375,0,2,45.965537839224304,0
52.81578218940433,108.509321963994,7,4,21.77113064651185,1
44.42022698180525,77.36843897092433,0,2,28.593362214408934,0
58.8211189219497,120.4714051403077,8,4,23.77788593040569,1
41.715335044629676,73.08450108331515,1,1,26.701988657403835,0
59.6408557590197,122.7375154589882,8,3,15.186643525986335,1
34.81491215306117,77.43815698500458,0,0,30.560524734122584,0
35.47729058106464,68.1309487743959,1,0,29.76104561313231,0
66.81272836714558,106.35479341031287,5,3,34.178136076225314,1
