record_id,trip_id,timestamp,speed_kmh,acceleration_ms2,braking_intensity,cornering_gforce,gps_lat,gps_lon,sampling_rate
REC-TRIP-873-4,TRIP-873f08-2,2025-09-11 16:37:48,81.33,2.59,0.36,0.39,32.65843535165397,-117.13921605468087,5
REC-TRIP-873-5,TRIP-873f08-2,2025-09-11 16:37:53,112.46,1.07,0.18,0.69,32.69644738723032,-117.05356328332365,5
REC-TRIP-873-6,TRIP-873f08-2,2025-09-11 16:37:58,62.43,-0.51,0.11,0.87,32.678475940179766,-117.14518430663693,5
REC-TRIP-873-7,TRIP-873f08-2,2025-09-11 16:38:03,59.46,-2.98,0.32,0.62,32.711937536563966,-117.09876383769223,5
REC-TRIP-873-8,TRIP-873f08-2,2025-09-11 16:38:08,101.59,2.41,0.28,0.07,32.66849019324634,-117.11624652856601,5
REC-TRIP-873-9,TRIP-873f08-2,2025-09-11 16:38:13,54.53,1.08,0.66,0.56,32.6983437804084,-117.05145406867715,5
REC-TRIP-873-10,TRIP-873f08-2,2025-09-11 16:38:18,116.79,0.52,0.36,0.9,32.65345794843296,-117.10010765629296,5
REC-TRIP-873-11,TRIP-873f08-2,2025-09-11 16:38:23,94.83,1.85,0.52,0.87,32.678281435593114,-117.11245678858074,5
REC-TRIP-873-12,TRIP-873f08-2,2025-09-11 16:38:28,104.13,-2.08,0.32,0.87,32.67777622442609,-117.05114760807662,5
REC-TRIP-873-13,TRIP-873f08-2,2025-09-11 16:38:33,109.73,-1.26,0.33,0.37,32.71233028549451,-117.11637827974204,5
REC-TRIP-873-14,TRIP-873f08-2,2025-09-11 16:38:38,89.35,0.72,0.86,0.69,32.69817436702568,-117.06666048775547,5
REC-TRIP-873-15,TRIP-873f08-2,2025-09-11 16:38:43,113.43,1.4,0.71,0.83,32.73098636691643,-117.10089115059088,5
REC-TRIP-873-16,TRIP-873f08-2,2025-09-11 16:38:48,33.01,-0.72,0.74,0.4,32.7042408636283,-117.06745730162274,5
REC-TRIP-873-17,TRIP-873f08-2,2025-09-11 16:38:53,65.99,2.25,0.26,0.7,32.66526237339647,-117.0699765150838,5
REC-TRIP-873-18,TRIP-873f08-2,2025-09-11 16:38:58,34.98,-1.26,0.03,0.21,32.66124507264175,-117.12313427370006,5
REC-TRIP-873-19,TRIP-873f08-2,2025-09-11 16:39:03,47.35,1.51,0.49,0.6,32.736761865090166,-117.09946129241403,5
REC-TRIP-873-20,TRIP-873f08-2,2025-09-11 16:39:08,91.77,-1.83,0.86,0.98,32.720580697581404,-117.11742572805457,5
REC-TRIP-873-21,TRIP-873f08-2,2025-09-11 16:39:13,98.34,1.4,0.04,0.87,32.6810396359994,-117.06048410390768,5
REC-TRIP-873-22,TRIP-873f08-2,2025-09-11 16:39:18,22.43,2.18,0.6,0.39,32.71473119293439,-117.12437097958205,5
REC-TRIP-873-23,TRIP-873f08-2,2025-09-11 16:39:23,64.44,1.15,0.46,0.8,32.73837124231685,-117.11483169693503,5
REC-TRIP-873-24,TRIP-873f08-2,2025-09-11 16:39:28,82.88,2.34,0.89,0.04,32.66506277420477,-117.09956860043887,5
REC-TRIP-873-25,TRIP-873f08-2,2025-09-11 16:39:33,72.72,2.45,0.86,0.92,32.721723088775605,-117.1487195933924,5
REC-TRIP-873-26,TRIP-873f08-2,2025-09-11 16:39:38,30.43,0.49,0.73,0.55,32.72716021361023,-117.11890362628478,5
REC-TRIP-873-27,TRIP-873f08-2,2025-09-11 16:39:43,52.04,-2.96,0.62,0.55,32.6930290041558,-117.084091913029,5
REC-TRIP-873-28,TRIP-873f08-2,2025-09-11 16:39:48,44.69,2.67,0.28,0.81,32.71577208575313,-117.12082784050236,5
REC-TRIP-873-29,TRIP-873f08-2,2025-09-11 16:39:53,90.15,2.24,0.43,0.89,32.69960612281851,-117.14005500754499,5
REC-TRIP-873-30,TRIP-873f08-2,2025-09-11 16:39:58,61.88,-1.13,0.2,0.39,32.69439936082024,-117.07894955045614,5
REC-TRIP-873-31,TRIP-873f08-2,2025-09-11 16:40:03,116.95,1.48,0.95,0.16,32.65800349855474,-117.08178747162997,5
REC-TRIP-873-32,TRIP-873f08-2,2025-09-11 16:40:08,44.86,1.12,0.61,0.62,32.69486954657502,-117.08409760691728,5
REC-TRIP-873-33,TRIP-873f08-2,2025-09-11 16:40:13,38.08,-1.92,0.74,0.04,32.677102714698705,-117.06356755546223,5
REC-TRIP-873-34,TRIP-873f08-2,2025-09-11 16:40:18,50.6,2.82,0.71,0.5,32.74233131061291,-117.08150105007464,5
REC-TRIP-873-35,TRIP-873f08-2,2025-09-11 16:40:23,93.49,-2.0,0.3,0.01,32.71137282653375,-117.08897573017357,5
REC-TRIP-873-36,TRIP-873f08-2,2025-09-11 16:40:28,83.81,2.16,0.43,0.29,32.74212952961905,-117.1296927929865,5
REC-TRIP-873-37,TRIP-873f08-2,2025-09-11 16:40:33,49.51,1.08,0.15,0.22,32.699687546007205,-117.14084856122882,5
REC-TRIP-873-38,TRIP-873f08-2,2025-09-11 16:40:38,37.22,2.15,0.32,0.29,32.72965641507543,-117.06436187966747,5
REC-TRIP-873-39,TRIP-873f08-2,2025-09-11 16:40:43,100.72,2.78,0.87,0.18,32.693902352922976,-117.10882046348928,5
REC-TRIP-873-40,TRIP-873f08-2,2025-09-11 16:40:48,119.53,1.93,0.73,0.85,32.67471246379555,-117.14411726791337,5
REC-TRIP-873-41,TRIP-873f08-2,2025-09-11 16:40:53,90.98,-1.2,0.3,0.32,32.70952397789269,-117.11548800372334,5
REC-TRIP-873-42,TRIP-873f08-2,2025-09-11 16:40:58,110.05,2.1,0.68,0.16,32.66476201981845,-117.10759377644581,5
REC-TRIP-873-43,TRIP-873f08-2,2025-09-11 16:41:03,98.43,-1.04,0.63,0.68,32.743145083693854,-117.1463939368103,5
REC-TRIP-873-44,TRIP-873f08-2,2025-09-11 16:41:08,67.69,0.99,0.99,0.4,32.67559307444391,-117.06495838780197,5
REC-TRIP-873-45,TRIP-873f08-2,2025-09-11 16:41:13,63.13,0.26,0.6,0.93,32.72192420066767,-117.05881635389667,5
REC-TRIP-873-46,TRIP-873f08-2,2025-09-11 16:41:18,35.75,-2.19,0.85,0.41,32.66918020216745,-117.09825755350161,5
REC-TRIP-873-47,TRIP-873f08-2,2025-09-11 16:41:23,26.14,-0.1,0.56,0.52,32.73638521515426,-117.0779196571071,5
REC-TRIP-873-48,TRIP-873f08-2,2025-09-11 16:41:28,95.96,1.14,0.5,0.6,32.733690077933176,-117.13908411442793,5
REC-TRIP-873-49,TRIP-873f08-2,2025-09-11 16:41:33,55.14,-2.05,0.69,0.33,32.716226292010134,-117.14966272882802,5
REC-TRIP-955-0,TRIP-95562c-0,2025-09-11 16:37:28,119.16,2.37,0.59,0.18,32.71667215487247,-117.07250893064887,5
REC-TRIP-955-1,TRIP-95562c-0,2025-09-11 16:37:33,81.3,-2.96,0.87,0.52,32.704942917493916,-117.14538513508425,5
REC-TRIP-955-2,TRIP-95562c-0,2025-09-11 16:37:38,84.33,2.18,0.14,0.46,32.74318616719878,-117.1188252922678,5
REC-TRIP-955-3,TRIP-95562c-0,2025-09-11 16:37:43,110.65,-2.4,0.13,0.32,32.70211511331747,-117.14948937616458,5
REC-TRIP-955-4,TRIP-95562c-0,2025-09-11 16:37:48,38.24,1.15,0.29,0.44,32.6783850540188,-117.10972230249821,5
REC-TRIP-955-5,TRIP-95562c-0,2025-09-11 16:37:53,89.56,-0.47,0.38,0.21,32.72805920755688,-117.13680317297624,5
REC-TRIP-955-6,TRIP-95562c-0,2025-09-11 16:37:58,74.24,2.82,0.1,0.68,32.732013019297106,-117.08456260135678,5
REC-TRIP-955-7,TRIP-95562c-0,2025-09-11 16:38:03,36.51,-2.08,0.75,0.21,32.719385716002186,-117.09063175884457,5
REC-TRIP-955-8,TRIP-95562c-0,2025-09-11 16:38:08,78.89,-1.71,0.45,0.18,32.68037752364144,-117.06141497430902,5
REC-TRIP-955-9,TRIP-95562c-0,2025-09-11 16:38:13,27.35,2.62,0.02,0.67,32.68422413196196,-117.06962506440534,5
REC-TRIP-955-10,TRIP-95562c-0,2025-09-11 16:38:18,26.76,0.31,0.81,0.53,32.666767534812365,-117.12022679671493,5
REC-TRIP-955-11,TRIP-95562c-0,2025-09-11 16:38:23,53.44,-2.28,0.02,0.91,32.7267048404118,-117.08895803115409,5
REC-TRIP-955-12,TRIP-95562c-0,2025-09-11 16:38:28,109.11,1.78,0.43,0.55,32.701969742690636,-117.05820889376405,5
REC-TRIP-955-13,TRIP-95562c-0,2025-09-11 16:38:33,81.51,-0.98,0.55,0.92,32.73595406184935,-117.12796533175143,5
REC-TRIP-955-14,TRIP-95562c-0,2025-09-11 16:38:38,57.85,-0.14,0.34,0.78,32.70443197862496,-117.10221324445529,5
REC-TRIP-955-15,TRIP-95562c-0,2025-09-11 16:38:43,99.61,-0.99,0.74,0.8,32.72069013647758,-117.09650785559035,5
REC-TRIP-955-16,TRIP-95562c-0,2025-09-11 16:38:48,67.41,-0.96,0.46,0.74,32.735295017820434,-117.06387015253274,5
REC-TRIP-955-17,TRIP-95562c-0,2025-09-11 16:38:53,81.11,-1.62,0.53,0.46,32.72565676411102,-117.078135172993,5
REC-TRIP-955-18,TRIP-95562c-0,2025-09-11 16:38:58,96.88,-2.84,0.24,0.73,32.66624640245412,-117.10478659412438,5
REC-TRIP-955-19,TRIP-95562c-0,2025-09-11 16:39:03,44.66,2.82,0.04,0.01,32.72005619782576,-117.08176704501845,5
REC-TRIP-955-20,TRIP-95562c-0,2025-09-11 16:39:08,56.6,-2.32,0.99,0.26,32.65452005076716,-117.10432040225236,5
REC-TRIP-955-21,TRIP-95562c-0,2025-09-11 16:39:13,105.01,2.71,0.7,0.22,32.67027997123945,-117.07606631128306,5
REC-TRIP-955-22,TRIP-95562c-0,2025-09-11 16:39:18,37.46,2.93,0.04,0.2,32.684982682918104,-117.14487190019862,5
REC-TRIP-955-23,TRIP-95562c-0,2025-09-11 16:39:23,119.45,-2.67,0.81,0.62,32.71857975039639,-117.10005588601778,5
REC-TRIP-955-24,TRIP-95562c-0,2025-09-11 16:39:28,29.35,-2.68,0.31,0.72,32.66425471118591,-117.14321841082256,5
REC-TRIP-955-25,TRIP-95562c-0,2025-09-11 16:39:33,28.21,1.6,0.64,0.25,32.695452113067056,-117.11974122798019,5
REC-TRIP-955-26,TRIP-95562c-0,2025-09-11 16:39:38,27.77,-2.29,0.97,0.02,32.66740685868843,-117.12289653876412,5
REC-TRIP-955-27,TRIP-95562c-0,2025-09-11 16:39:43,96.34,-0.64,0.88,0.34,32.7493661061344,-117.05943246698223,5
REC-TRIP-955-28,TRIP-95562c-0,2025-09-11 16:39:48,90.61,-2.38,0.7,0.28,32.730371835097515,-117.05991815925101,5
REC-TRIP-955-29,TRIP-95562c-0,2025-09-11 16:39:53,89.36,0.24,1.0,0.92,32.71519139198596,-117.13621557494113,5
REC-TRIP-955-30,TRIP-95562c-0,2025-09-11 16:39:58,85.14,1.77,0.69,0.52,32.688732118889746,-117.10095426169426,5
REC-TRIP-955-31,TRIP-95562c-0,2025-09-11 16:40:03,72.88,0.63,0.22,0.21,32.745361146795204,-117.12594600726555,5
REC-TRIP-955-32,TRIP-95562c-0,2025-09-11 16:40:08,25.96,1.46,0.17,0.98,32.677453039762355,-117.0919900585283,5
REC-TRIP-955-33,TRIP-95562c-0,2025-09-11 16:40:13,32.58,1.46,0.28,0.21,32.65257113549403,-117.13365578500765,5
REC-TRIP-955-34,TRIP-95562c-0,2025-09-11 16:40:18,73.74,1.39,0.73,0.29,32.74611349243704,-117.11011868530325,5
REC-TRIP-955-35,TRIP-95562c-0,2025-09-11 16:40:23,62.27,1.81,0.34,0.54,32.6779257113649,-117.1476543235054,5
REC-TRIP-955-36,TRIP-95562c-0,2025-09-11 16:40:28,28.66,-2.25,0.56,0.69,32.68081843780412,-117.12315924376233,5
REC-TRIP-955-37,TRIP-95562c-0,2025-09-11 16:40:33,55.02,2.38,0.61,0.42,32.66430834119362,-117.06006784803242,5
REC-TRIP-955-38,TRIP-95562c-0,2025-09-11 16:40:38,110.29,1.83,0.07,0.34,32.65292384343252,-117.05077932078372,5
REC-TRIP-955-39,TRIP-95562c-0,2025-09-11 16:40:43,69.55,-0.27,0.23,0.4,32.71335471282246,-117.14018374793187,5
REC-TRIP-955-40,TRIP-95562c-0,2025-09-11 16:40:48,111.24,2.88,0.08,0.27,32.706217932063346,-117.10662833561437,5
REC-TRIP-955-41,TRIP-95562c-0,2025-09-11 16:40:53,113.69,1.77,0.19,0.83,32.65227025656042,-117.11207192731798,5
REC-TRIP-955-42,TRIP-95562c-0,2025-09-11 16:40:58,118.55,1.94,0.48,0.09,32.67780930010375,-117.13380651147712,5
REC-TRIP-955-43,TRIP-95562c-0,2025-09-11 16:41:03,31.16,2.93,0.49,0.26,32.74692508633105,-117.05896295798644,5
